study_group,title,year,journal,identifiers,sources,n_source_records
S0153,A Human Anti-Toll Like Receptor 4 Fab Fragment Inhibits Lipopolysaccharide-Induced Pro-Inflammatory Cytokines Production in Macrophages.,2016,PloS one,doi:10.1371/journal.pone.0146856 pmid:26785354,PubMed,1
S0228,A Label-Free Electrochemical Impedance Cytosensor Based on Specific Peptide-Fused Phage Selected from Landscape Phage Library.,2016,Scientific reports,doi:10.1038/srep22199 pmid:26908277,PubMed,1
S0055,A Novel Bacteriophage Targeting Cronobacter sakazakii Is a Potential Biocontrol Agent in Foods.,2016,Applied and environmental microbiology,doi:10.1128/aem.01827-15 pmid:26497465,PubMed; Scopus (brazo B),2
S0578,A Prophage in Diabetic Foot Ulcer-Colonizing Staphylococcus aureus Impairs Invasiveness by Limiting Intracellular Growth.,2016,The Journal of infectious diseases,doi:10.1093/infdis/jiw432 pmid:27638941,PubMed; Scopus (brazo B),2
S0275,A Rapid Method for Engineering Recombinant Polioviruses or Other Enteroviruses.,2016,"Methods in molecular biology (Clifton, N.J.)",doi:10.1007/978-1-4939-3292-4_13 pmid:26983739,PubMed,1
S0130,A Recombinant Positive Control for Serology Diagnostic Tests Supporting Elimination of Onchocerca volvulus.,2016,PLoS neglected tropical diseases,doi:10.1371/journal.pntd.0004292 pmid:26745374,PubMed,1
S0573,A Recombination Directionality Factor Controls the Cell Type-Specific Activation of σK and the Fidelity of Spore Development in Clostridium difficile.,2016,PLoS genetics,doi:10.1371/journal.pgen.1006312 pmid:27631621,PubMed,1
S0184,A Site-Specific Integrative Plasmid Found in Pseudomonas aeruginosa Clinical Isolate HS87 along with A Plasmid Carrying an Aminoglycoside-Resistant Gene.,2016,PloS one,doi:10.1371/journal.pone.0148367 pmid:26841043,PubMed; Scopus (brazo A),2
S0101,A bacteriophage journey at the European Medicines Agency.,2016,FEMS microbiology letters,doi:10.1093/femsle/fnv225 pmid:26656541,PubMed,1
S0024,A broadband capacitive sensing method for label-free bacterial LPS detection.,2016,Biosensors & bioelectronics,doi:10.1016/j.bios.2015.08.019 pmid:26339930,PubMed; Scopus (brazo A),2
S0373,A clickable UTP analog for the posttranscriptional chemical labeling and imaging of RNA.,2016,Organic & biomolecular chemistry,doi:10.1039/c6ob00576d pmid:27173127,PubMed,1
S0302,A cobalt oxyhydroxide nanoflake-based nanoprobe for the sensitive fluorescence detection of T4 polynucleotide kinase activity and inhibition.,2016,Nanoscale,doi:10.1039/c6nr01427e pmid:27030367,PubMed,1
S0145,A comparison of phosphospecific affinity reagents reveals the utility of recombinant Forkhead-associated domains in recognizing phosphothreonine-containing peptides.,2016,New biotechnology,doi:10.1016/j.nbt.2015.12.006 pmid:26772725,PubMed,1
S0685,A fully human anti-CD47 blocking antibody with therapeutic potential for cancer.,2016,Oncotarget,doi:10.18632/oncotarget.13349 pmid:27863402,PubMed; Scopus (brazo B),2
S16554,A human monoclonal antibody against small envelope protein of hepatitis B virus with potent neutralization effect,2016,mAbs,doi:10.1080/19420862.2015.1134409 pmid:26713590,Scopus (brazo B),1
S0014,A large Great Britain-wide outbreak of STEC O157 phage type 8 linked to handling of raw leeks and potatoes.,2016,Epidemiology and infection,doi:10.1017/s0950268815001016 pmid:26041509,PubMed; Scopus (brazo B),2
S0357,A lysin to kill.,2016,eLife,doi:10.7554/elife.16111 pmid:27120707,PubMed,1
S0559,A molecular arms race: new insights into anti-CRISPR mechanisms.,2016,Nature structural & molecular biology,doi:10.1038/nsmb.3287 pmid:27605202,PubMed,1
S0802,A need for careful consideration of bacteriophage therapy.,2016,The Indian journal of medical research,doi:10.4103/0971-5916.198691 pmid:28139548,PubMed; Scopus (brazo A),2
S0400,A new non-muscle-invasive bladder tumor-homing peptide identified by phage display in vivo.,2016,Oncology reports,doi:10.3892/or.2016.4829 pmid:27221614,PubMed,1
S16574,"A newly isolated bacteriophage, PBES 02, infecting Cronobacter sakazakii",2016,Journal of Microbiology and Biotechnology,doi:10.4014/jmb.1605.05020 pmid:27238936,Scopus (brazo B),1
S0743,A novel Chk1-binding peptide that enhances genotoxic sensitivity through the cellular redistribution of nuclear Chk1.,2016,International journal of molecular medicine,doi:10.3892/ijmm.2016.2762 pmid:28025997,PubMed,1
S0220,A novel anti-p21Ras scFv antibody reacting specifically with human tumour cell lines and primary tumour tissues.,2016,BMC cancer,doi:10.1186/s12885-016-2168-6 pmid:26897358,PubMed,1
S0026,A novel bacteriophage cocktail reduces and disperses Pseudomonas aeruginosa biofilms under static and flow conditions.,2016,Microbial biotechnology,doi:10.1111/1751-7915.12316 pmid:26347362,PubMed; Scopus (brazo A); Scopus (brazo B),3
S0032,A novel delivery platform based on Bacteriophage MS2 virus-like particles.,2016,Virus research,doi:10.1016/j.virusres.2015.08.022 pmid:26415756,PubMed,1
S0417,A novel peptide targeting Clec9a on dendritic cell for cancer immunotherapy.,2016,Oncotarget,doi:10.18632/oncotarget.9624 pmid:27250027,PubMed,1
S0112,A novel photoelectrochemical immunosensor by integration of nanobody and TiO₂ nanotubes for sensitive detection of serum cystatin C.,2016,Analytica chimica acta,doi:10.1016/j.aca.2015.11.007 pmid:26703259,PubMed,1
S0163,A novel reactive epitope-based antigen targeted by serum autoantibodies in oligoarticular and polyarticular juvenile idiopathic arthritis and development of an electrochemical biosensor.,2016,Immunobiology,doi:10.1016/j.imbio.2016.01.006 pmid:26806845,PubMed; Scopus (brazo B),2
S16469,A pair of identical twins discordant for myalgic encephalomyelitis/chronic fatigue syndrome differ in physiological parameters and gut microbiome composition,2016,American Journal of Case Reports,doi:10.12659/ajcr.900314 pmid:27721367,Scopus (brazo B),1
S0460,"A peptide for targeted, systemic delivery of imaging and therapeutic compounds into acute brain injuries.",2016,Nature communications,doi:10.1038/ncomms11980 pmid:27351915,PubMed,1
S0048,A peptide mimic blocks the cross-reaction of anti-DNA antibodies with glomerular antigens.,2016,Clinical and experimental immunology,doi:10.1111/cei.12734 pmid:26482679,PubMed,1
S16537,A pilot study to assess use of fluorescent lotion in patient care simulations to illustrate pathogen dissemination and train personnel in correct use of personal protective equipment,2016,Antimicrobial Resistance and Infection Control,doi:10.1186/s13756-016-0141-4,Scopus (brazo B),1
S0449,A polar ring endows improved specificity to an antibody fragment.,2016,Protein science : a publication of the Protein Society,doi:10.1002/pro.2888 pmid:27334407,PubMed,1
S0534,A polystyrene binding target-unrelated peptide isolated in the screening of phage display library.,2016,Analytical biochemistry,doi:10.1016/j.ab.2016.08.013 pmid:27555439,PubMed,1
S0384,A population-based temporal logic gate for timing and recording chemical events.,2016,Molecular systems biology,doi:10.15252/msb.20156663 pmid:27193783,PubMed,1
S0078,"A prolonged outbreak of Salmonella Infantis associated with pork products in central Germany, April-October 2013.",2016,Epidemiology and infection,doi:10.1017/s0950268815002629 pmid:26593246,PubMed; Scopus (brazo B),2
S0436,A proposed integrated approach for the preclinical evaluation of phage therapy in Pseudomonas infections.,2016,Scientific reports,doi:10.1038/srep28115 pmid:27301427,PubMed; Scopus (brazo A),2
S16489,A putative bacterial ABC transporter circumvents the essentiality of signal peptidase,2016,mBio,doi:10.1128/mbio.00412-16 pmid:27601569,Scopus (brazo B),1
S16642,A rapid immunoassay for detection of Shiga toxin-producing Escherichia coli directly from Human Fecal samples and its performance in detection of toxin subtypes,2016,Journal of Clinical Microbiology,doi:10.1128/jcm.01785-16 pmid:27733635,Scopus (brazo B),1
S0504,"A review of current methods using bacteriophages in live animals, food and animal products intended for human consumption.",2016,Journal of microbiological methods,doi:10.1016/j.mimet.2016.07.027 pmid:27485708,PubMed,1
S0052,A specific RAGE-binding peptide biopanning from phage display random peptide library that ameliorates symptoms in amyloid β peptide-mediated neuronal disorder.,2016,Applied microbiology and biotechnology,doi:10.1007/s00253-015-7001-7 pmid:26496918,PubMed,1
S0305,"A transplant ""immunome"" screening platform defines a targetable epitope fingerprint of multiple myeloma.",2016,Blood,doi:10.1182/blood-2015-10-676536 pmid:27034429,PubMed; Scopus (brazo B),2
S0001,A trapping ligand antagonist peptide H22-LP inhibition of human cytomegalovirus infection.,2016,"Journal of microbiology, immunology, and infection = Wei mian yu gan ran za zhi",doi:10.1016/j.jmii.2014.06.010 pmid:25081984,PubMed; Scopus (brazo B),2
S0347,A two-layer assay for single-nucleotide variants utilizing strand displacement and selective digestion.,2016,Biosensors & bioelectronics,doi:10.1016/j.bios.2016.03.070 pmid:27100949,PubMed,1
S0619,A variety of human monoclonal antibodies against epidermal growth factor receptor isolated from a phage antibody library.,2016,Biochemical and biophysical research communications,doi:10.1016/j.bbrc.2016.10.002 pmid:27720717,PubMed,1
S0029,A versatile toolbox for posttranscriptional chemical labeling and imaging of RNA.,2016,Nucleic acids research,doi:10.1093/nar/gkv903 pmid:26384420,PubMed,1
S0350,A virulent phage JHP against Pseudomonas aeruginosa showed infectivity against multiple genera.,2016,Journal of basic microbiology,doi:10.1002/jobm.201500764 pmid:27106788,PubMed; Scopus (brazo A); Scopus (brazo B),3
S0311,ADAMTS13 autoantibodies cloned from patients with acquired thrombotic thrombocytopenic purpura: 1. Structural and functional characterization in vitro.,2016,Transfusion,doi:10.1111/trf.13584 pmid:27040144,PubMed; Scopus (brazo B),2
S16585,ADDR editorial “Biologically-inspired drug delivery systems”,2016,Advanced Drug Delivery Reviews,doi:10.1016/j.addr.2016.10.004 pmid:27794378,Scopus (brazo B),1
S0259,"ASP2408 and ASP2409, novel CTLA4-Ig variants with CD86-selective ligand binding activity and improved immunosuppressive potency, created by directed evolution.",2016,"Protein engineering, design & selection : PEDS",doi:10.1093/protein/gzw002 pmid:26968452,PubMed; Scopus (brazo B),2
S0107,Access to bacteriophage therapy: discouraging experiences from the human cell and tissue legal framework.,2016,FEMS microbiology letters,doi:10.1093/femsle/fnv241 pmid:26678555,PubMed; Scopus (brazo B),2
S16587,Adapting drug approval pathways for bacteriophage-based therapeutics,2016,Frontiers in Microbiology,doi:10.3389/fmicb.2016.01209,Scopus (brazo B),1
S9761,Administration of multipotent mesenchymal stromal cells (MSC) improves short term but not long term survival in oncohematological neutropenic patients (PTS) with septic shock (SS),2016,Intensive care medicine experimental,doi:10.1002/central/cn-01407460/full doi:10.1186/s40635-016-0099-9,Cochrane CENTRAL,1
S0156,Advancement and applications of peptide phage display technology in biomedical science.,2016,Journal of biomedical science,doi:10.1186/s12929-016-0223-x pmid:26786672,PubMed; Scopus (brazo B),2
S16635,Advances in the research of treating multi-drug resistant bacterial infections,2016,Zhonghua shao shang za zhi = Zhonghua shaoshang zazhi = Chinese journal of burns,doi:10.3760/cma.j.issn.1009-2587.2016.09.006 pmid:27647070,Scopus (brazo B),1
S16521,Advances in treatment of achondroplasia and osteoarthritis,2016,Human Molecular Genetics,doi:10.1093/hmg/ddv419 pmid:26443596,Scopus (brazo B),1
S16596,Altered Virome and Bacterial Microbiome in Human Immunodeficiency Virus-Associated Acquired Immunodeficiency Syndrome,2016,Cell Host and Microbe,doi:10.1016/j.chom.2016.02.011 pmid:26962942,Scopus (brazo B),1
S1577,Alternatives for antibiotics - antimicrobial peptides and phages.,2016,Przeglad lekarski,pmid:29630142,PubMed; Scopus (brazo B),2
S0304,Alternatives to antibiotics.,2016,Intensive care medicine,doi:10.1007/s00134-016-4339-y pmid:27033888,PubMed; Scopus (brazo A); Scopus (brazo B),3
S0518,Alternatives to overcoming bacterial resistances: State-of-the-art.,2016,Microbiological research,doi:10.1016/j.micres.2016.04.008 pmid:27524653,PubMed; Scopus (brazo B),2
S0165,"Amblyomma sculptum tick saliva: α-Gal identification, antibody response and possible association with red meat allergy in Brazil.",2016,International journal for parasitology,doi:10.1016/j.ijpara.2015.12.005 pmid:26812026,PubMed,1
S0258,Aminopeptidase P Mediated Targeting for Breast Tissue Specific Conjugate Delivery.,2016,Bioconjugate chemistry,doi:10.1021/acs.bioconjchem.5b00481 pmid:26965452,PubMed; Scopus (brazo B),2
S0454,An Atomistic Statistically Effective Energy Function for Computational Protein Design.,2016,Journal of chemical theory and computation,doi:10.1021/acs.jctc.6b00090 pmid:27341125,PubMed,1
S0610,An Ecological Framework of the Human Virome Provides Classification of Current Knowledge and Identifies Areas of Forthcoming Discovery.,2016,The Yale journal of biology and medicine,pmid:27698618,PubMed,1
S0539,An anti-ErbB2 fully human antibody circumvents trastuzumab resistance.,2016,Oncotarget,doi:10.18632/oncotarget.11562 pmid:27564098,PubMed; Scopus (brazo B),2
S16626,An assessment of the future impact of alternative technologies on antibiotics markets,2016,Journal of Pharmaceutical Policy and Practice,doi:10.1186/s40545-016-0085-3,Scopus (brazo B),1
S0435,An outbreak of Shiga toxin-producing Escherichia coli serogroup O157 linked to a lamb-feeding event.,2016,Epidemiology and infection,doi:10.1017/s0950268816001229 pmid:27297133,PubMed; Scopus (brazo B),2
S0159,"An outbreak of monophasic and biphasic Salmonella Typhimurium, and Salmonella Derby associated with the consumption of dried pork sausage in Castellon (Spain).",2016,Enfermedades infecciosas y microbiologia clinica,doi:10.1016/j.eimc.2015.11.016 pmid:26790900,PubMed; Scopus (brazo B),2
S0389,"Analyses of Short-Term Antagonistic Evolution of Pseudomonas aeruginosa Strain PAO1 and Phage KPP22 (Myoviridae Family, PB1-Like Virus Genus).",2016,Applied and environmental microbiology,doi:10.1128/aem.00090-16 pmid:27208109,PubMed; Scopus (brazo A); Scopus (brazo B),3
S0209,Analytical and computational modeling of early penetration of non-enveloped icosahedral viruses into cells.,2016,Technology and health care : official journal of the European Society for Engineering and Medicine,doi:10.3233/thc-161142 pmid:26890228,PubMed,1
S0094,Angiogenic Type I Collagen Extracellular Matrix Integrated with Recombinant Bacteriophages Displaying Vascular Endothelial Growth Factors.,2016,Advanced healthcare materials,doi:10.1002/adhm.201500534 pmid:26638984,PubMed,1
S0104,Anti-ADAMTS5 monoclonal antibodies: implications for aggrecanase inhibition in osteoarthritis.,2016,The Biochemical journal,doi:10.1042/bj20151072 pmid:26657033,PubMed,1
S0292,Anti-Human VEGF Repebody Effectively Suppresses Choroidal Neovascularization and Vascular Leakage.,2016,PloS one,doi:10.1371/journal.pone.0152522 pmid:27015541,PubMed,1
